Date,Temperature (�,Relative Humidity (%),Pressure (hPa),Wind speed (m/s),Wind direction (deg),Rainfall (kg/m2),Snowfall (kg/m2),Snow depth (m),GHI,Previous1day GHI ,Previous week GHI,Previous month GHI,Year,WoY,MoY,DoM,DoW,Target
01/01/2010,12.953,88.41,996.06,2.62,191.38,1.214135,0,0,2123.225,2997.555,2640.949,3214.949,2010,1,1,1,5,2337.521
02/01/2010,15.853,90.17,990.1,5.48,202.61,3.53894,3.00E-06,0,2337.521,2123.225,1010.559,2569.03,2010,1,1,2,6,2687.423
03/01/2010,13.393,76.79,989.34,3.94,227.1,1.169128,1.50E-05,0,2687.423,2337.521,1881.442,1165.246,2010,1,1,3,7,2917.522
04/01/2010,11.953,68.35,993.17,2.35,296.29,0.658098,5.00E-06,0,2917.522,2687.423,661.9271,1151.965,2010,1,1,4,1,2777.122
05/01/2010,8.553,62.88,1000.9,2.57,58.57,7.00E-06,0,0,2777.122,2917.522,2411.31,506.7883,2010,1,1,5,2,3037.478
06/01/2010,9.603,68.91,1004.72,1.86,69.78,0,0,0,3037.478,2777.122,2968.535,2515.732,2010,1,1,6,3,3067.428
07/01/2010,11.213,70.1,1003.86,1.78,64.79,0,0,0,3067.428,3037.478,2997.555,2953.755,2010,1,1,7,4,3099.016
08/01/2010,13.073,63.02,1004.82,1.7,63.23,0,0,0,3099.016,3067.428,2123.225,2921.466,2010,2,1,8,5,3033.091
09/01/2010,14.183,58.04,1004.8,2.14,49.3,0,0,0,3033.091,3099.016,2337.521,1630.36,2010,2,1,9,6,2185.562
10/01/2010,12.693,65.85,1001.68,2.68,44.52,0,0,0,2185.562,3033.091,2687.423,711.9127,2010,2,1,10,7,2358.689
11/01/2010,11.313,76.09,996.76,0.93,57.15,0.07895,0,0,2358.689,2185.562,2917.522,433.9308,2010,2,1,11,1,505.7085
12/01/2010,10.053,83.2,997.01,2.49,56.52,9.375306,0.012162,1.00E-06,505.7085,2358.689,2777.122,1084.1,2010,2,1,12,2,1934.687
13/01/2010,10.713,84.53,993.18,0.52,62.78,2.257822,0.003769,3.00E-06,1934.687,505.7085,3037.478,2952.163,2010,2,1,13,3,684.8663
14/01/2010,13.153,87.57,993.25,3.99,189.3,10.936225,3.31E-04,1.10E-05,684.8663,1934.687,3067.428,1564.43,2010,2,1,14,4,1201.978
15/01/2010,12.573,88,998.01,1.87,159.76,3.808333,1.00E-05,6.00E-06,1201.978,684.8663,3099.016,800.3964,2010,3,1,15,5,2241.686
16/01/2010,13.133,80.91,1002.04,2.61,84.08,1.561611,5.00E-06,1.00E-06,2241.686,1201.978,3033.091,700.4966,2010,3,1,16,6,1826.355
17/01/2010,12.863,73.93,1000.55,3.98,41.43,0.010863,1.30E-05,0,1826.355,2241.686,2185.562,2201.692,2010,3,1,17,7,592.9388
18/01/2010,12.063,79.88,990.22,4.61,37.51,20.430589,0.003191,1.23E-04,592.9388,1826.355,2358.689,1659.461,2010,3,1,18,1,2389.091
19/01/2010,12.673,81.14,988.5,1.14,82.04,11.982413,2.90E-05,6.90E-05,2389.091,592.9388,505.7085,1642.903,2010,3,1,19,2,1293.404
20/01/2010,11.613,87.11,991.93,1.53,186.29,18.946153,0.001227,7.60E-05,1293.404,2389.091,1934.687,2165.929,2010,3,1,20,3,2639.125
21/01/2010,10.643,74.63,997.88,2.55,215.51,1.004114,3.00E-04,1.89E-04,2639.125,1293.404,684.8663,2009.968,2010,3,1,21,4,2601.012
22/01/2010,9.833,75.62,1000.33,1.64,82.41,2.945123,0.017086,2.64E-04,2601.012,2639.125,1201.978,2762.77,2010,4,1,22,5,1189.255
23/01/2010,11.323,87.11,994.67,2.28,152.77,6.0906,0.012207,3.97E-04,1189.255,2601.012,2241.686,1109.081,2010,4,1,23,6,1040.984
24/01/2010,9.883,80.23,991.44,1.72,12.62,6.979102,5.52E-04,0.001208,1040.984,1189.255,1826.355,2640.949,2010,4,1,24,7,3665.387
25/01/2010,5.063,59.27,996.25,5.31,3.17,0.057401,1.40E-05,7.05E-04,3665.387,1040.984,592.9388,1010.559,2010,4,1,25,1,3853.073
26/01/2010,1.523,55.18,1007.76,4.09,28.32,6.00E-05,6.00E-05,9.50E-05,3853.073,3665.387,2389.091,1881.442,2010,4,1,26,2,3804.363
27/01/2010,2.283,56.74,1006.42,2.5,58.81,0,0,5.90E-05,3804.363,3853.073,1293.404,661.9271,2010,4,1,27,3,1986.269
28/01/2010,3.473,69.68,995.43,4.25,50,0.00295,0.001462,1.97E-04,1986.269,3804.363,2639.125,2411.31,2010,4,1,28,4,2059.322
29/01/2010,4.553,79.34,995.18,3.21,52,1.662383,0.002106,4.57E-04,2059.322,1986.269,2601.012,2968.535,2010,5,1,29,5,835.3478
30/01/2010,7.563,81.42,993.54,5.17,43.76,1.726607,0.00685,4.81E-04,835.3478,2059.322,1189.255,2997.555,2010,5,1,30,6,1553.306
31/01/2010,10.163,87.19,993.66,1.29,64.07,1.622836,0.002486,9.60E-05,1553.306,835.3478,1040.984,2123.225,2010,5,1,31,7,2874.078
01/02/2010,11.643,85.22,997.26,1.8,196.75,1.029512,4.00E-06,4.10E-05,2874.078,1553.306,3665.387,2337.521,2010,5,2,1,1,2132.787
02/02/2010,11.963,84.26,993.66,2.77,176.58,2.084638,2.30E-05,1.40E-05,2132.787,2874.078,3853.073,2687.423,2010,5,2,2,2,3062.717
03/02/2010,9.423,73.32,986.38,2.54,241.24,8.378812,0.009066,2.40E-04,3062.717,2132.787,3804.363,2917.522,2010,5,2,3,3,3808.14
04/02/2010,3.583,56.04,993.26,5.89,348.84,1.64E-04,2.30E-05,5.43E-04,3808.14,3062.717,1986.269,2777.122,2010,5,2,4,4,3970.062
05/02/2010,4.183,56.56,997.41,4.99,3.56,4.80E-05,1.30E-05,3.15E-04,3970.062,3808.14,2059.322,3037.478,2010,6,2,5,5,4085.807
06/02/2010,4.843,57.87,1001.82,1.4,29.5,1.00E-06,0,4.30E-05,4085.807,3970.062,835.3478,3067.428,2010,6,2,6,6,2843.307
07/02/2010,6.143,70.95,1002.42,1.63,61.7,0.008704,0.002646,4.80E-05,2843.307,4085.807,1553.306,3099.016,2010,6,2,7,7,1229.877
08/02/2010,5.563,76.11,995.2,4.94,50.87,12.010407,1.205802,0.00107,1229.877,2843.307,2874.078,3033.091,2010,6,2,8,1,1156.391
09/02/2010,6.413,84.23,993.91,4.43,41.8,2.67617,0.007337,0.002898,1156.391,1229.877,2132.787,2185.562,2010,6,2,9,2,2155.862
10/02/2010,8.223,82.76,999.58,3.38,58.13,0.627841,0.002083,0.001516,2155.862,1156.391,3062.717,2358.689,2010,6,2,10,3,2078.038
11/02/2010,9.383,78.96,997.94,4.4,40.59,0.198736,0.002611,7.05E-04,2078.038,2155.862,3808.14,505.7085,2010,6,2,11,4,3651.449
12/02/2010,11.083,70.57,998.2,3.06,49.24,4.80E-04,1.00E-06,1.99E-04,3651.449,2078.038,3970.062,1934.687,2010,7,2,12,5,3102.138
13/02/2010,11.473,70.13,1001.11,2.48,49.71,2.74E-04,2.00E-06,2.80E-05,3102.138,3651.449,4085.807,684.8663,2010,7,2,13,6,3777.18
14/02/2010,13.803,69.89,998.89,3.22,41.05,5.00E-06,0,3.00E-06,3777.18,3102.138,2843.307,1201.978,2010,7,2,14,7,2830.09
15/02/2010,14.533,71.49,992.58,3,40.54,1.00E-06,0,1.00E-06,2830.09,3777.18,1229.877,2241.686,2010,7,2,15,1,3031.105
16/02/2010,15.013,78.5,992.65,0.8,85.86,0.052698,0,0,3031.105,2830.09,1156.391,1826.355,2010,7,2,16,2,1997.177
17/02/2010,13.993,86.48,996.6,1.12,55.5,0.249727,0,0,1997.177,3031.105,2155.862,592.9388,2010,7,2,17,3,3701.135
18/02/2010,14.163,73.45,993.35,1.1,91.83,0.016643,0,0,3701.135,1997.177,2078.038,2389.091,2010,7,2,18,4,3083.046
19/02/2010,13.743,76.64,992.8,0.57,329.07,4.99636,1.00E-06,0,3083.046,3701.135,3651.449,1293.404,2010,8,2,19,5,3701.391
20/02/2010,13.333,74.92,996.09,1.1,91.33,0.116627,0,0,3701.391,3083.046,3102.138,2639.125,2010,8,2,20,6,2819.971
21/02/2010,13.293,81.87,989.25,0.99,206.59,0.59026,6.00E-06,0,2819.971,3701.391,3777.18,2601.012,2010,8,2,21,7,4785.859
22/02/2010,12.133,57.82,993.41,1.63,323.7,0.025286,9.00E-06,0,4785.859,2819.971,2830.09,1189.255,2010,8,2,22,1,2329.929
23/02/2010,11.243,68.29,994.98,1.48,33.55,2.944632,1.40E-05,0,2329.929,4785.859,3031.105,1040.984,2010,8,2,23,2,2390.112
24/02/2010,11.033,80.35,992.75,0.81,100.77,1.443902,1.20E-05,0,2390.112,2329.929,1997.177,3665.387,2010,8,2,24,3,1552.335
25/02/2010,10.883,85.77,987.65,3.26,68.83,9.939365,2.46E-04,1.62E-04,1552.335,2390.112,3701.135,3853.073,2010,8,2,25,4,2587.057
26/02/2010,12.823,70.9,986.24,2.93,49.78,7.103351,0.0037,2.65E-04,2587.057,1552.335,3083.046,3804.363,2010,9,2,26,5,3704.962
27/02/2010,12.923,78.07,987.51,2.95,193.79,9.849432,0.001468,1.01E-04,3704.962,2587.057,3701.391,1986.269,2010,9,2,27,6,1302.21
28/02/2010,10.043,84.13,986.7,4.77,55.64,26.49771,0.011009,4.74E-04,1302.21,3704.962,2819.971,2059.322,2010,9,2,28,7,4965.974
01/03/2010,13.053,70.52,994.58,0.55,223.12,0.017547,7.00E-06,4.40E-05,4965.974,1302.21,4785.859,835.3478,2010,9,3,1,1,4579.457
02/03/2010,14.013,83.27,995.03,2.86,184.98,0.635672,1.00E-06,8.00E-06,4579.457,4965.974,2329.929,1553.306,2010,9,3,2,2,3736.419
03/03/2010,13.233,69.19,989.23,2.76,342.88,3.192117,1.30E-05,2.00E-06,3736.419,4579.457,2390.112,2874.078,2010,9,3,3,3,4751.371
04/03/2010,10.953,59.67,996.84,0.44,64.04,1.82E-04,0,0,4751.371,3736.419,1552.335,2132.787,2010,9,3,4,4,1973.48
05/03/2010,11.843,83.96,992.7,2.04,104.93,2.454742,4.10E-05,0,1973.48,4751.371,2587.057,3062.717,2010,10,3,5,5,2514.552
06/03/2010,12.743,85.65,993.47,2.88,188.7,2.729333,1.00E-06,0,2514.552,1973.48,3704.962,3808.14,2010,10,3,6,6,4076.324
07/03/2010,14.343,83.64,999.12,2.03,182.82,1.642609,2.00E-06,0,4076.324,2514.552,1302.21,3970.062,2010,10,3,7,7,2666.583
08/03/2010,15.343,78.52,999.05,3.53,36.19,0.170794,0,0,2666.583,4076.324,4965.974,4085.807,2010,10,3,8,1,2683.892
09/03/2010,16.513,76.55,992.72,1.76,46.41,0.056434,0,0,2683.892,2666.583,4579.457,2843.307,2010,10,3,9,2,4240.169
10/03/2010,16.103,76.79,998.14,1.35,37.42,0.067486,0,0,4240.169,2683.892,3736.419,1229.877,2010,10,3,10,3,3730.445
11/03/2010,18.053,64.52,995.34,2.03,49.04,0,0,0,3730.445,4240.169,4751.371,1156.391,2010,10,3,11,4,3366.088
12/03/2010,18.183,75.62,993.31,1.81,176.33,0.234815,0,0,3366.088,3730.445,1973.48,2155.862,2010,11,3,12,5,4205.102
13/03/2010,16.013,79.86,993.1,1.44,168.04,0.28911,0,0,4205.102,3366.088,2514.552,2078.038,2010,11,3,13,6,3612.319
14/03/2010,17.343,66.5,987.99,1.52,35.14,0.196038,0,0,3612.319,4205.102,4076.324,3651.449,2010,11,3,14,7,3525.271
15/03/2010,17.013,73.26,983.17,1.38,207.31,0.168206,4.00E-06,0,3525.271,3612.319,2666.583,3102.138,2010,11,3,15,1,5079.688
16/03/2010,12.583,57.85,994.18,4.34,347.98,0.376485,4.00E-06,1.10E-05,5079.688,3525.271,2683.892,3777.18,2010,11,3,16,2,6183.773
17/03/2010,11.163,52.6,999.5,1.04,27.09,7.00E-06,0,1.00E-06,6183.773,5079.688,4240.169,2830.09,2010,11,3,17,3,4636.484
18/03/2010,10.163,49.46,1000.18,5.35,358.82,6.83E-04,2.00E-06,0,4636.484,6183.773,3730.445,3031.105,2010,11,3,18,4,5032.447
19/03/2010,9.523,47.07,1006.93,1.24,21.64,0,0,0,5032.447,4636.484,3366.088,1997.177,2010,12,3,19,5,6403.66
20/03/2010,11.673,46.42,1006.09,1.83,3.04,0,0,0,6403.66,5032.447,4205.102,3701.135,2010,12,3,20,6,6534.083
21/03/2010,12.883,45.05,1006.45,0.68,35.49,0,0,0,6534.083,6403.66,3612.319,3083.046,2010,12,3,21,7,6456.493
22/03/2010,15.233,44.79,1001.56,0.4,120.18,0,0,0,6456.493,6534.083,3525.271,3701.391,2010,12,3,22,1,6423.434
23/03/2010,17.573,46.34,996.25,1.46,39.28,0,0,0,6423.434,6456.493,5079.688,2819.971,2010,12,3,23,2,6479.507
24/03/2010,18.463,45.31,994.13,0.64,81.72,0,0,0,6479.507,6423.434,6183.773,4785.859,2010,12,3,24,3,5517.452
25/03/2010,17.603,56.47,994.93,0.4,208.81,0.006121,0,0,5517.452,6479.507,4636.484,2329.929,2010,12,3,25,4,3037.313
26/03/2010,16.473,70.87,992.89,0.88,228.6,1.655862,0,0,3037.313,5517.452,5032.447,2390.112,2010,13,3,26,5,3827.531
27/03/2010,17.583,69.24,990.63,0.69,214.23,0.099136,0,0,3827.531,3037.313,6403.66,1552.335,2010,13,3,27,6,4833.142
28/03/2010,16.133,82.97,992.06,2.9,173.67,4.12344,0,0,4833.142,3827.531,6534.083,2587.057,2010,13,3,28,7,4582.517
29/03/2010,15.373,76.06,993.25,4.2,183.66,3.414062,4.00E-06,0,4582.517,4833.142,6456.493,3704.962,2010,13,3,29,1,4089.102
30/03/2010,13.913,68.87,997.63,0.26,266.46,3.358846,2.00E-06,0,4089.102,4582.517,6423.434,1302.21,2010,13,3,30,2,6587.053
31/03/2010,14.663,70.22,1000.56,2.06,175.6,0.039878,0,0,6587.053,4089.102,6479.507,4965.974,2010,13,3,31,3,6089.987
01/04/2010,15.693,79.5,999.09,2.95,179.01,0.151705,0,0,6089.987,6587.053,5517.452,4579.457,2010,13,4,1,4,6182.157
02/04/2010,16.103,73.81,997.62,0.94,167.39,0.050109,0,0,6182.157,6089.987,3037.313,3736.419,2010,14,4,2,5,6590.404
03/04/2010,17.773,63.85,994.02,0.72,217.23,1.16E-04,0,0,6590.404,6182.157,3827.531,4751.371,2010,14,4,3,6,6896.053
04/04/2010,18.193,46.13,997.57,3.22,9.87,4.30E-05,1.00E-06,0,6896.053,6590.404,4833.142,1973.48,2010,14,4,4,7,7167.495
05/04/2010,18.083,39.6,998.46,1.08,31.95,0,0,0,7167.495,6896.053,4582.517,2514.552,2010,14,4,5,1,6958.401
06/04/2010,18.193,56.26,992.62,1.76,172.15,0.187737,0,0,6958.401,7167.495,4089.102,4076.324,2010,14,4,6,2,5009.415
07/04/2010,15.543,74.1,988.81,3.78,202.35,2.56963,9.00E-06,0,5009.415,6958.401,6587.053,2666.583,2010,14,4,7,3,4737.476
08/04/2010,14.643,66.84,993.28,0.77,210.8,2.204718,0.002274,0,4737.476,5009.415,6089.987,2683.892,2010,14,4,8,4,6353.583
09/04/2010,14.703,61.29,996.6,0.69,209.04,0.208972,3.00E-06,0,6353.583,4737.476,6182.157,4240.169,2010,15,4,9,5,6383.53
10/04/2010,15.063,65.48,994.38,0.91,170.1,0.116944,0,0,6383.53,6353.583,6590.404,3730.445,2010,15,4,10,6,3030.654
11/04/2010,14.553,74.7,987.26,4.69,57.32,3.372386,1.10E-05,0,3030.654,6383.53,6896.053,3366.088,2010,15,4,11,7,5081.424
12/04/2010,15.643,72.78,985.9,3.08,198.32,6.120942,2.00E-05,0,5081.424,3030.654,7167.495,4205.102,2010,15,4,12,1,7386.298
13/04/2010,14.623,51.76,995.32,0.11,143.52,0.001598,0,0,7386.298,5081.424,6958.401,3612.319,2010,15,4,13,2,7083.227
14/04/2010,16.343,59.78,996.44,0.56,164.67,1.75E-04,0,0,7083.227,7386.298,5009.415,3525.271,2010,15,4,14,3,6743.389
15/04/2010,18.553,54.7,995.82,0.66,48.54,9.00E-06,0,0,6743.389,7083.227,4737.476,5079.688,2010,15,4,15,4,7137.197
16/04/2010,21.873,47.31,993.59,2.85,58.77,2.70E-05,0,0,7137.197,6743.389,6353.583,6183.773,2010,16,4,16,5,5730.793
17/04/2010,21.513,60.24,994.4,1.55,88.98,0.455983,0,0,5730.793,7137.197,6383.53,4636.484,2010,16,4,17,6,6555.481
18/04/2010,21.163,60.49,996.5,0.97,203.54,0.050459,0,0,6555.481,5730.793,3030.654,5032.447,2010,16,4,18,7,7131.504
19/04/2010,21.233,55.15,995.56,0.5,146.96,0.001106,0,0,7131.504,6555.481,5081.424,6403.66,2010,16,4,19,1,5799.998
20/04/2010,21.493,59.37,991.41,1.2,188.92,0.652711,0,0,5799.998,7131.504,7386.298,6534.083,2010,16,4,20,2,6761.223
21/04/2010,18.483,75.19,987.79,2.39,198.69,1.335891,0,0,6761.223,5799.998,7083.227,6456.493,2010,16,4,21,3,5844.432
22/04/2010,16.723,63.13,991.37,0.66,303.59,0.79902,0,0,5844.432,6761.223,6743.389,6423.434,2010,16,4,22,4,7804.112
23/04/2010,18.333,42.73,996.96,2.72,359.67,1.22E-04,0,0,7804.112,5844.432,7137.197,6479.507,2010,17,4,23,5,7905.304
24/04/2010,18.933,42.53,998.37,0.37,37.93,0.001357,0,0,7905.304,7804.112,5730.793,5517.452,2010,17,4,24,6,6116.655
25/04/2010,20.473,44.74,996.09,0.46,80.32,7.00E-06,0,0,6116.655,7905.304,6555.481,3037.313,2010,17,4,25,7,5262.015
26/04/2010,22.163,45.19,993.4,1.72,56.75,8.10E-04,0,0,5262.015,6116.655,7131.504,3827.531,2010,17,4,26,1,7153.869
27/04/2010,22.093,51.82,992.48,0.49,117.9,0.026874,0,0,7153.869,5262.015,5799.998,4833.142,2010,17,4,27,2,3627.887
28/04/2010,18.083,70.84,992.65,1.9,22.74,13.109036,0,0,3627.887,7153.869,6761.223,4582.517,2010,17,4,28,3,6491.523
29/04/2010,19.223,67.99,992.7,1.81,193.4,1.714666,0,0,6491.523,3627.887,5844.432,4089.102,2010,17,4,29,4,4611.147
30/04/2010,17.513,77.96,991.83,1.23,182.65,3.422781,2.00E-06,0,4611.147,6491.523,7804.112,6587.053,2010,18,4,30,5,4028.916
01/05/2010,16.473,74.52,992.59,0.73,160.68,2.419052,4.00E-06,0,4028.916,4611.147,7905.304,6089.987,2010,18,5,1,6,7592.049
02/05/2010,18.343,64.11,992.13,1.19,184.92,0.591541,0,0,7592.049,4028.916,6116.655,6182.157,2010,18,5,2,7,7867.239
03/05/2010,19.263,68.35,993.26,2.03,168.2,0.231144,0,0,7867.239,7592.049,5262.015,6590.404,2010,18,5,3,1,7773.065
04/05/2010,19.853,71.07,993.27,2.21,168.85,0.127961,0,0,7773.065,7867.239,7153.869,6896.053,2010,18,5,4,2,7866.103
05/05/2010,20.793,64.46,991.27,1.89,171.47,0.019904,0,0,7866.103,7773.065,3627.887,7167.495,2010,18,5,5,3,7764.512
06/05/2010,21.063,62.83,990.48,1.59,163.17,0.062661,0,0,7764.512,7866.103,6491.523,6958.401,2010,18,5,6,4,7193.368
07/05/2010,22.093,62.97,990.34,1.42,181.53,0.124657,0,0,7193.368,7764.512,4611.147,5009.415,2010,19,5,7,5,7674.083
08/05/2010,22.363,63.69,989.74,2.13,182.6,0.009876,0,0,7674.083,7193.368,4028.916,4737.476,2010,19,5,8,6,2753.099
09/05/2010,21.213,67.02,988.02,0.52,241.88,0.634784,0,0,2753.099,7674.083,7592.049,6353.583,2010,19,5,9,7,7769.939
10/05/2010,26.113,41.97,983.66,2.09,7.49,3.00E-05,0,0,7769.939,2753.099,7867.239,6383.53,2010,19,5,10,1,8222.548
11/05/2010,25.043,40.36,987.55,1.19,341.62,0,0,0,8222.548,7769.939,7773.065,3030.654,2010,19,5,11,2,8015.636
12/05/2010,24.363,46.66,990.21,0.72,207.85,0.067728,0,0,8015.636,8222.548,7866.103,5081.424,2010,19,5,12,3,8162.436
13/05/2010,24.383,54.92,991.61,1.42,177.11,0.032986,0,0,8162.436,8015.636,7764.512,7386.298,2010,19,5,13,4,7630.204
14/05/2010,24.363,58.78,991.38,2.2,182.64,0.045813,0,0,7630.204,8162.436,7193.368,7083.227,2010,20,5,14,5,7404.573
15/05/2010,25.143,56.25,992.47,1.53,186.02,0.035576,0,0,7404.573,7630.204,7674.083,6743.389,2010,20,5,15,6,5660.361
16/05/2010,24.883,60.97,991.86,2.03,189.77,0.026586,0,0,5660.361,7404.573,2753.099,7137.197,2010,20,5,16,7,8113.678
17/05/2010,23.083,60.32,990.63,3.41,186.61,0.050464,0,0,8113.678,5660.361,7769.939,5730.793,2010,20,5,17,1,7536.17
18/05/2010,20.063,65.03,991.64,3.58,193.02,0.365336,0,0,7536.17,8113.678,8222.548,6555.481,2010,20,5,18,2,7548.551
19/05/2010,20.593,63.15,993.99,3.52,201.67,0.677519,0,0,7548.551,7536.17,8015.636,7131.504,2010,20,5,19,3,6903.749
20/05/2010,20.803,65.54,994.22,2.63,190.84,1.439116,0,0,6903.749,7548.551,8162.436,5799.998,2010,20,5,20,4,7372.536
21/05/2010,20.883,61.41,993.83,2.4,196.33,0.618363,0,0,7372.536,6903.749,7630.204,6761.223,2010,21,5,21,5,7695.443
22/05/2010,22.163,56,989.69,1.54,198.49,0.46247,0,0,7695.443,7372.536,7404.573,5844.432,2010,21,5,22,6,7049.565
23/05/2010,21.183,59.16,990.41,4.07,204.14,1.017924,0,0,7049.565,7695.443,5660.361,7804.112,2010,21,5,23,7,6448.056
24/05/2010,20.793,61.78,994.93,1.51,174.83,1.295506,0,0,6448.056,7049.565,8113.678,7905.304,2010,21,5,24,1,7980.759
25/05/2010,22.283,57.2,996.16,1.59,197.74,0.186393,0,0,7980.759,6448.056,7536.17,6116.655,2010,21,5,25,2,8326.763
26/05/2010,24.293,48.61,994.14,0.86,170.99,7.90E-05,0,0,8326.763,7980.759,7548.551,5262.015,2010,21,5,26,3,7702.624
27/05/2010,27.603,40.34,990.8,1.83,105.77,1.32E-04,0,0,7702.624,8326.763,6903.749,7153.869,2010,21,5,27,4,6161.606
28/05/2010,24.013,61.46,991.59,1.99,185.52,0.234078,0,0,6161.606,7702.624,7372.536,3627.887,2010,22,5,28,5,8130.166
29/05/2010,25.113,55.02,991.62,2.09,197.26,0.153261,0,0,8130.166,6161.606,7695.443,6491.523,2010,22,5,29,6,8147.636
30/05/2010,26.113,50.59,991.36,1.68,194.02,0.064305,0,0,8147.636,8130.166,7049.565,4611.147,2010,22,5,30,7,8219.529
31/05/2010,27.503,45.08,990.96,1.34,184.81,7.90E-05,0,0,8219.529,8147.636,6448.056,4028.916,2010,22,5,31,1,7881.757
01/06/2010,30.383,34.53,987.64,0.41,127.54,2.01E-04,0,0,7881.757,8219.529,7980.759,7592.049,2010,22,6,1,2,7153.754
02/06/2010,26.463,52.67,988.04,2.7,185.1,0.02526,0,0,7153.754,7881.757,8326.763,7867.239,2010,22,6,2,3,7724.119
03/06/2010,24.753,62.31,992.87,2.12,197.5,0.137218,0,0,7724.119,7153.754,7702.624,7773.065,2010,22,6,3,4,7981.4
04/06/2010,25.393,57.72,994.07,1.89,201.08,0.139923,0,0,7981.4,7724.119,6161.606,7866.103,2010,23,6,4,5,8042.81
05/06/2010,26.233,57.26,991.8,2.87,186.26,0.147495,0,0,8042.81,7981.4,8130.166,7764.512,2010,23,6,5,6,7550.98
06/06/2010,26.383,58.69,988.39,3.71,195.63,0.140226,0,0,7550.98,8042.81,8147.636,7193.368,2010,23,6,6,7,8043.373
07/06/2010,24.163,64.17,987.56,3.69,195.37,0.863417,0,0,8043.373,7550.98,8219.529,7674.083,2010,23,6,7,1,6801.109
08/06/2010,23.213,69.66,989.49,3.31,196.04,3.138705,0,0,6801.109,8043.373,7881.757,2753.099,2010,23,6,8,2,7754.694
09/06/2010,24.413,64.37,990.56,3.02,196,1.220813,0,0,7754.694,6801.109,7153.754,7769.939,2010,23,6,9,3,6041.042
10/06/2010,23.753,68.4,990.32,2.81,202.21,1.452081,0,0,6041.042,7754.694,7724.119,8222.548,2010,23,6,10,4,8100.899
11/06/2010,25.613,52.12,990.32,0.72,167.95,0.656246,0,0,8100.899,6041.042,7981.4,8015.636,2010,24,6,11,5,8098.199
12/06/2010,29.893,34.21,989.54,1.15,9.37,1.00E-06,0,0,8098.199,8100.899,8042.81,8162.436,2010,24,6,12,6,7801.915
13/06/2010,31.303,36.62,988.84,1.66,158.48,0.003381,0,0,7801.915,8098.199,7550.98,7630.204,2010,24,6,13,7,7991.26
14/06/2010,26.483,63.97,991.09,3.12,190.14,0.286592,0,0,7991.26,7801.915,8043.373,7404.573,2010,24,6,14,1,7561.305
15/06/2010,27.553,55.59,988.98,2.75,193.26,1.08867,0,0,7561.305,7991.26,6801.109,5660.361,2010,24,6,15,2,8300.969
16/06/2010,31.923,34.02,985.81,4.03,0.58,1.30E-05,0,0,8300.969,7561.305,7754.694,8113.678,2010,24,6,16,3,8657.314
17/06/2010,32.463,29.21,984.8,3.97,356.12,2.20E-05,0,0,8657.314,8300.969,6041.042,7536.17,2010,24,6,17,4,8514.113
18/06/2010,31.643,34.38,984.21,0.42,193.6,0.07119,0,0,8514.113,8657.314,8100.899,7548.551,2010,25,6,18,5,7347.962
19/06/2010,29.993,44.43,984.28,1.89,182.79,0.376625,0,0,7347.962,8514.113,8098.199,6903.749,2010,25,6,19,6,6817.6
20/06/2010,27.973,55.73,987.88,2.16,182.62,1.449705,0,0,6817.6,7347.962,7801.915,7372.536,2010,25,6,20,7,8285.221
21/06/2010,28.903,50.73,989.14,2.68,189.54,0.159131,0,0,8285.221,6817.6,7991.26,7695.443,2010,25,6,21,1,8282.249
22/06/2010,29.093,49.85,984.64,3.37,193,0.124394,0,0,8282.249,8285.221,7561.305,7049.565,2010,25,6,22,2,7750.773
23/06/2010,26.383,55.63,983.43,5.59,200.89,1.331785,0,0,7750.773,8282.249,8300.969,6448.056,2010,25,6,23,3,8268.287
24/06/2010,26.933,44.63,984.17,3.13,210.09,0.542636,0,0,8268.287,7750.773,8657.314,7980.759,2010,25,6,24,4,8307.595
25/06/2010,25.553,56.74,987.61,3.03,195.22,0.8401,0,0,8307.595,8268.287,8514.113,8326.763,2010,26,6,25,5,7783.8
26/06/2010,24.753,63.29,989.03,2.96,197.21,1.533759,0,0,7783.8,8307.595,7347.962,7702.624,2010,26,6,26,6,8013.599
27/06/2010,25.053,64.21,991.04,3.59,199.84,1.301651,0,0,8013.599,7783.8,6817.6,6161.606,2010,26,6,27,7,8189.641
28/06/2010,25.643,61.08,990.97,3.42,198.92,0.610782,0,0,8189.641,8013.599,8285.221,8130.166,2010,26,6,28,1,8365.079
29/06/2010,26.173,53.76,989.29,1.97,189.96,0.180655,0,0,8365.079,8189.641,8282.249,8147.636,2010,26,6,29,2,8422.487
30/06/2010,27.383,50.31,989.54,2.57,196.99,0.021734,0,0,8422.487,8365.079,7750.773,8219.529,2010,26,6,30,3,8118.507
01/07/2010,27.613,55.3,988.72,3.32,189.44,0.040511,0,0,8118.507,8422.487,8268.287,7881.757,2010,26,7,1,4,8242.406
02/07/2010,28.993,48.85,988.16,2.39,194.51,0.024019,0,0,8242.406,8118.507,8307.595,7153.754,2010,27,7,2,5,8432.44
03/07/2010,29.973,44.89,987.35,1.97,191.75,0.008813,0,0,8432.44,8242.406,7783.8,7724.119,2010,27,7,3,6,8553.249
04/07/2010,31.513,38.51,986.59,1.67,197.6,0.001091,0,0,8553.249,8432.44,8013.599,7981.4,2010,27,7,4,7,8385.873
