Date,Temperature (�,Relative Humidity (%),Pressure (hPa),Wind speed (m/s),Wind direction (deg),Rainfall (kg/m2),Snowfall (kg/m2),Snow depth (m),GHI,Previous1day GHI ,Previous week GHI,Previous month GHI,Year,WoY,MoY,DoM,DoW,Target
17/08/2017,31.063,52.88,986.48,3.24,197.29,0.446886,0,0,7160.865,7168.171,7653.43,8289.053,2017,33,8,17,4,7218.395
18/08/2017,30.023,56.81,989.86,3.95,195.39,0.199165,0,0,7218.395,7160.865,7330.333,8092.091,2017,33,8,18,5,6808.04
19/08/2017,29.893,59.28,991.19,3.99,195.04,1.028551,0,0,6808.04,7218.395,7190.109,8037.281,2017,33,8,19,6,6931.27
20/08/2017,30.393,54.06,990.27,3.56,199.9,0.113428,0,0,6931.27,6808.04,7209.436,8111.397,2017,34,8,20,7,7147.888
21/08/2017,29.533,52.54,989.17,3.26,195.84,0.079576,0,0,7147.888,6931.27,7258.024,7912.946,2017,34,8,21,1,6931.42
22/08/2017,30.503,51.15,987.93,3.56,202.41,0.131334,0,0,6931.42,7147.888,7190.682,7958.766,2017,34,8,22,2,6954.852
23/08/2017,31.153,45.93,989.2,2.66,200.65,0.081697,0,0,6954.852,6931.42,7168.171,8293.729,2017,34,8,23,3,6961.077
24/08/2017,31.723,44.05,989.56,1.81,190.98,0.002437,0,0,6961.077,6954.852,7160.865,8115.534,2017,34,8,24,4,7037.489
25/08/2017,32.653,37.6,989.11,0.71,200.52,5.40E-05,0,0,7037.489,6961.077,7218.395,7920.918,2017,34,8,25,5,7101.404
26/08/2017,32.573,34.62,987.13,0.96,237.55,1.33E-04,0,0,7101.404,7037.489,6808.04,7725.455,2017,34,8,26,6,6913.702
27/08/2017,31.813,39.16,985.94,1.87,198.77,0.012762,0,0,6913.702,7101.404,6931.27,8034.897,2017,35,8,27,7,6869.141
28/08/2017,30.753,48.96,985.62,2.96,191.26,0.19135,0,0,6869.141,6913.702,7147.888,7981.422,2017,35,8,28,1,6778.562
29/08/2017,30.783,48.96,986.46,2.73,191.66,0.419011,0,0,6778.562,6869.141,6931.42,8214.252,2017,35,8,29,2,6551.781
30/08/2017,30.133,51.12,988.4,3.01,193.76,0.872827,0,0,6551.781,6778.562,6954.852,8101.973,2017,35,8,30,3,6420.341
31/08/2017,29.713,55.03,990.14,2.7,191.03,0.490378,0,0,6420.341,6551.781,6961.077,8047.901,2017,35,8,31,4,6648.353
01/09/2017,30.333,44.93,988.64,1.64,199.22,0.150741,0,0,6648.353,6420.341,7037.489,7957.663,2017,35,9,1,5,7136.681
02/09/2017,30.633,29.11,989.03,0.77,197.24,0.001801,0,0,7136.681,6648.353,7101.404,7699.548,2017,35,9,2,6,6931.522
03/09/2017,30.693,32.29,988.87,1.16,178.11,0,0,0,6931.522,7136.681,6913.702,7241.69,2017,36,9,3,7,6755.722
04/09/2017,31.603,34.1,990.33,1.56,192.67,3.11E-04,0,0,6755.722,6931.522,6869.141,7428.647,2017,36,9,4,1,6640.003
05/09/2017,30.243,49.21,990.94,2.46,191.79,0.022363,0,0,6640.003,6755.722,6778.562,7710.362,2017,36,9,5,2,6667.337
06/09/2017,28.873,55.77,988.77,2.85,200.87,0.797297,0,0,6667.337,6640.003,6551.781,7794.155,2017,36,9,6,3,7058.094
07/09/2017,27.913,24.26,992.61,1.38,350.08,1.07E-04,0,0,7058.094,6667.337,6420.341,7735.201,2017,36,9,7,4,6985.265
08/09/2017,28.973,19.24,993.65,0.28,182.42,0,0,0,6985.265,7058.094,6648.353,7663.002,2017,36,9,8,5,6907.564
09/09/2017,29.153,26.04,992.59,1.11,188.92,0,0,0,6907.564,6985.265,7136.681,7653.43,2017,36,9,9,6,6746.448
10/09/2017,29.983,30.68,991.58,1.36,178.88,0,0,0,6746.448,6907.564,6931.522,7330.333,2017,37,9,10,7,6473.871
11/09/2017,30.333,38.88,991.96,1.42,175.52,0.001699,0,0,6473.871,6746.448,6755.722,7190.109,2017,37,9,11,1,6288.24
12/09/2017,29.763,49.26,993.46,1.63,184.54,0.029175,0,0,6288.24,6473.871,6640.003,7209.436,2017,37,9,12,2,6200.767
13/09/2017,29.823,51.78,993.66,1.96,190.08,0.03525,0,0,6200.767,6288.24,6667.337,7258.024,2017,37,9,13,3,6203.561
14/09/2017,30.073,46.86,990.89,1.32,190.47,0.039908,0,0,6203.561,6200.767,7058.094,7190.682,2017,37,9,14,4,5588.481
15/09/2017,32.123,34.32,989.14,1.14,186.01,0.099396,0,0,5588.481,6203.561,6985.265,7168.171,2017,37,9,15,5,5787.192
16/09/2017,30.053,50.49,991.04,1.91,188.81,0.228074,0,0,5787.192,5588.481,6907.564,7160.865,2017,37,9,16,6,5654.828
17/09/2017,29.943,53.86,991.27,2.16,186.05,0.317177,0,0,5654.828,5787.192,6746.448,7218.395,2017,38,9,17,7,5737.012
18/09/2017,29.933,57.3,991.05,1.99,196.58,0.243459,0,0,5737.012,5654.828,6473.871,6808.04,2017,38,9,18,1,5727.928
19/09/2017,30.203,50.54,990.59,1.74,198.66,0.22216,0,0,5727.928,5737.012,6288.24,6931.27,2017,38,9,19,2,5463.926
20/09/2017,28.823,56.49,991.34,2.73,181.78,0.505386,0,0,5463.926,5727.928,6200.767,7147.888,2017,38,9,20,3,5276.87
21/09/2017,28.633,60.51,991.32,3.22,189.62,1.700313,0,0,5276.87,5463.926,6203.561,6931.42,2017,38,9,21,4,5904.027
22/09/2017,27.483,57.9,992.51,3.71,204.28,0.678711,0,0,5904.027,5276.87,5588.481,6954.852,2017,38,9,22,5,5927.488
23/09/2017,25.913,51.67,995.04,2.56,197.98,4.41E-04,0,0,5927.488,5904.027,5787.192,6961.077,2017,38,9,23,6,6002.528
24/09/2017,26.883,38.68,995.02,0.69,169.66,1.00E-05,0,0,6002.528,5927.488,5654.828,7037.489,2017,39,9,24,7,4833.632
25/09/2017,28.113,40.92,994.2,0.91,208.7,0.088181,0,0,4833.632,6002.528,5737.012,7101.404,2017,39,9,25,1,5428.727
26/09/2017,27.183,55.73,993.64,3.3,205.7,0.198876,0,0,5428.727,4833.632,5727.928,6913.702,2017,39,9,26,2,5651.536
27/09/2017,26.533,52.7,995.45,2.62,196.43,0.002034,0,0,5651.536,5428.727,5463.926,6869.141,2017,39,9,27,3,5588.233
28/09/2017,26.893,50.34,994.82,2.01,198.26,0.146686,0,0,5588.233,5651.536,5276.87,6778.562,2017,39,9,28,4,5428.586
29/09/2017,26.233,48.82,993.06,1.22,194.07,0.294817,0,0,5428.586,5588.233,5904.027,6551.781,2017,39,9,29,5,4676.437
30/09/2017,24.933,60.8,993.66,2.38,208.36,1.912328,0,0,4676.437,5428.586,5927.488,6420.341,2017,39,9,30,6,4678.354
01/10/2017,24.403,61.23,995.24,2.74,201.84,0.79192,0,0,4678.354,4676.437,6002.528,6648.353,2017,40,10,1,7,5435.373
02/10/2017,25.033,44.83,994.59,0.55,325.04,0.243278,0,0,5435.373,4678.354,4833.632,7136.681,2017,40,10,2,1,5501.247
03/10/2017,23.723,31.9,995.56,2.03,0.59,6.10E-05,0,0,5501.247,5435.373,5428.727,6931.522,2017,40,10,3,2,5874.038
04/10/2017,21.733,20.02,996.77,1.25,19.74,0,0,0,5874.038,5501.247,5651.536,6755.722,2017,40,10,4,3,5566.313
05/10/2017,22.163,22.92,994.77,0.44,83.36,0,0,0,5566.313,5874.038,5588.233,6640.003,2017,40,10,5,4,5549.553
06/10/2017,22.013,26.64,993.57,0.33,56.88,0,0,0,5549.553,5566.313,5428.586,6667.337,2017,40,10,6,5,4573.308
07/10/2017,23.493,31.52,993.92,0.09,23.35,0,0,0,4573.308,5549.553,4676.437,7058.094,2017,40,10,7,6,4958.712
08/10/2017,24.153,40.09,992.16,1.16,172.87,0.463919,0,0,4958.712,4573.308,4678.354,6985.265,2017,41,10,8,7,4306.965
09/10/2017,23.173,60.11,991.91,2.29,191.75,2.401917,0,0,4306.965,4958.712,5435.373,6907.564,2017,41,10,9,1,4322.931
10/10/2017,22.533,52.4,994.79,0.47,217.86,0.579676,0,0,4322.931,4306.965,5501.247,6746.448,2017,41,10,10,2,5175.573
11/10/2017,21.733,38.05,996.62,1.41,5.97,2.00E-06,0,0,5175.573,4322.931,5874.038,6473.871,2017,41,10,11,3,5180.232
12/10/2017,21.663,31.27,997.13,1.94,2.06,0,0,0,5180.232,5175.573,5566.313,6288.24,2017,41,10,12,4,5183.576
13/10/2017,21.963,28.87,996.67,1.55,22.1,0,0,0,5183.576,5180.232,5549.553,6200.767,2017,41,10,13,5,4995.054
14/10/2017,22.933,31.56,994.87,0.5,265.32,3.00E-06,0,0,4995.054,5183.576,4573.308,6203.561,2017,41,10,14,6,5039.714
15/10/2017,22.773,23.88,997.28,3.72,5.76,1.00E-06,0,0,5039.714,4995.054,4958.712,5588.481,2017,42,10,15,7,4951.212
16/10/2017,22.913,32.87,997.66,3.76,9.57,3.97E-04,0,0,4951.212,5039.714,4306.965,5787.192,2017,42,10,16,1,5045.104
17/10/2017,22.133,26,999.7,2.65,26,8.79E-04,0,0,5045.104,4951.212,4322.931,5654.828,2017,42,10,17,2,4945.361
18/10/2017,22.463,25.27,998.62,1.21,32.64,0,0,0,4945.361,5045.104,5175.573,5737.012,2017,42,10,18,3,4887.437
19/10/2017,23.133,22.13,997.74,1.15,44.82,0,0,0,4887.437,4945.361,5180.232,5727.928,2017,42,10,19,4,4802.781
20/10/2017,23.713,20.1,997.18,0.77,79.73,0,0,0,4802.781,4887.437,5183.576,5463.926,2017,42,10,20,5,4481.166
21/10/2017,23.243,33.64,995.54,0.62,144.66,0.016914,0,0,4481.166,4802.781,4995.054,5276.87,2017,42,10,21,6,4320.282
22/10/2017,21.933,55.64,994.06,1.34,170.76,0.170635,0,0,4320.282,4481.166,5039.714,5904.027,2017,43,10,22,7,4520.3
23/10/2017,21.983,41.87,993.32,0.35,56.18,1.30E-05,0,0,4520.3,4320.282,4951.212,5927.488,2017,43,10,23,1,3851.828
24/10/2017,21.983,45.05,993.44,0.39,175.35,0.025675,0,0,3851.828,4520.3,5045.104,6002.528,2017,43,10,24,2,3902.491
25/10/2017,21.183,57.93,998,0.41,210.31,0.225284,0,0,3902.491,3851.828,4945.361,4833.632,2017,43,10,25,3,4055.702
26/10/2017,21.823,50.32,999.01,0.56,237.38,0.024918,0,0,4055.702,3902.491,4887.437,5428.727,2017,43,10,26,4,4266.374
27/10/2017,21.933,33.79,995.25,1.05,16.97,0,0,0,4266.374,4055.702,4802.781,5651.536,2017,43,10,27,5,3620.688
28/10/2017,21.923,47.34,990.72,2.27,180.03,0.4433,0,0,3620.688,4266.374,4481.166,5588.233,2017,43,10,28,6,3945.123
29/10/2017,20.783,69.59,989.95,5.3,204.39,4.53532,0,0,3945.123,3620.688,4320.282,5428.586,2017,44,10,29,7,3987.871
30/10/2017,19.233,62.5,990.07,3.11,219.96,0.312731,0,0,3987.871,3945.123,4520.3,4676.437,2017,44,10,30,1,4030.221
31/10/2017,18.653,50.52,994.39,1.93,354.59,0.023009,0,0,4030.221,3987.871,3851.828,4678.354,2017,44,10,31,2,3827.814
01/11/2017,16.653,34.2,996.3,3.62,2.58,1.00E-05,0,0,3827.814,4030.221,3902.491,5435.373,2017,44,11,1,3,4120.088
02/11/2017,15.813,40.7,997.66,2.36,23.77,1.00E-06,0,0,4120.088,3827.814,4055.702,5501.247,2017,44,11,2,4,3937.454
03/11/2017,17.073,50.51,996.17,1.34,33.18,0.001438,0,0,3937.454,4120.088,4266.374,5874.038,2017,44,11,3,5,2604.413
04/11/2017,16.203,63.58,997.08,1.33,54.32,0.298363,0,0,2604.413,3937.454,3620.688,5566.313,2017,44,11,4,6,2349.129
05/11/2017,16.903,77.77,994.62,2.5,138.42,5.417428,0,1.20E-05,2349.129,2604.413,3945.123,5549.553,2017,45,11,5,7,3803.096
06/11/2017,16.613,66.54,998.02,0.32,307.52,0.13202,0,9.00E-06,3803.096,2349.129,3987.871,4573.308,2017,45,11,6,1,3882.459
07/11/2017,16.953,52.8,1000.38,1.62,15.97,0,0,1.00E-06,3882.459,3803.096,4030.221,4958.712,2017,45,11,7,2,3568.484
08/11/2017,18.073,43.22,998.99,3.02,3.14,0,0,0,3568.484,3882.459,3827.814,4306.965,2017,45,11,8,3,3859.115
09/11/2017,16.843,44.89,998.91,1.81,342.34,0,0,0,3859.115,3568.484,4120.088,4322.931,2017,45,11,9,4,3573.28
10/11/2017,16.603,51.94,998.28,0.82,43.38,0.0037,0,0,3573.28,3859.115,3937.454,5175.573,2017,45,11,10,5,3568.831
11/11/2017,16.393,61.95,999.53,0.13,89.34,0.006761,0,0,3568.831,3573.28,2604.413,5180.232,2017,45,11,11,6,3573.118
12/11/2017,15.973,59.63,1001.46,1.35,48.37,0,0,0,3573.118,3568.831,2349.129,5183.576,2017,46,11,12,7,2324.668
13/11/2017,17.023,52.21,997.89,4.18,48.88,1.60E-05,0,0,2324.668,3573.118,3803.096,4995.054,2017,46,11,13,1,3296.696
14/11/2017,17.693,64.64,997.42,1.28,61.83,0.043509,0,0,3296.696,2324.668,3882.459,5039.714,2017,46,11,14,2,3239.62
15/11/2017,18.173,58.72,999.94,0.71,14.71,0.001302,0,0,3239.62,3296.696,3568.484,4951.212,2017,46,11,15,3,3451.697
16/11/2017,18.303,49.09,999.25,1.56,28.44,0,0,0,3451.697,3239.62,3859.115,5045.104,2017,46,11,16,4,3411.906
17/11/2017,17.703,48.58,998.19,2.54,49.22,0,0,0,3411.906,3451.697,3573.28,4945.361,2017,46,11,17,5,2484.192
18/11/2017,17.583,45.71,995.93,4.03,37.53,1.00E-06,0,0,2484.192,3411.906,3568.831,4887.437,2017,46,11,18,6,2623.803
19/11/2017,17.243,66.96,994.28,3.58,85.41,1.736612,0,0,2623.803,2484.192,3573.118,4802.781,2017,47,11,19,7,948.5156
20/11/2017,14.313,81.75,993.13,2.5,120.85,6.192406,1.90E-05,0,948.5156,2623.803,2324.668,4481.166,2017,47,11,20,1,3131.421
21/11/2017,13.573,57.75,987.75,2.96,297.19,3.343784,2.39E-04,7.71E-04,3131.421,948.5156,3296.696,4320.282,2017,47,11,21,2,3563.189
22/11/2017,8.513,44.59,996.68,4.39,358.33,2.70E-04,1.00E-06,4.22E-04,3563.189,3131.421,3239.62,4520.3,2017,47,11,22,3,2392.284
23/11/2017,9.563,56.61,998.5,0.83,358.58,8.91E-04,7.60E-05,1.44E-04,2392.284,3563.189,3451.697,3851.828,2017,47,11,23,4,3325.264
24/11/2017,11.453,56.19,1000.85,1.19,11.32,0.002228,4.80E-05,3.40E-05,3325.264,2392.284,3411.906,3902.491,2017,47,11,24,5,3042.857
25/11/2017,12.093,55.46,1004.33,2.94,46.75,1.96E-04,0,3.00E-06,3042.857,3325.264,2484.192,4055.702,2017,47,11,25,6,3181.034
26/11/2017,12.323,58.61,1003.92,3.55,48.8,6.70E-05,0,1.00E-06,3181.034,3042.857,2623.803,4266.374,2017,48,11,26,7,2982.094
27/11/2017,13.363,61.54,1001.82,2.02,65.22,0.320781,5.00E-06,4.00E-06,2982.094,3181.034,948.5156,3620.688,2017,48,11,27,1,930.1762
28/11/2017,13.903,86.62,998.41,3.04,130.7,31.23694,0.003342,3.10E-05,930.1762,2982.094,3131.421,3945.123,2017,48,11,28,2,2767.727
29/11/2017,15.063,76.02,999.07,2.09,185.52,3.144971,6.00E-06,3.70E-05,2767.727,930.1762,3563.189,3987.871,2017,48,11,29,3,2000.298
30/11/2017,14.003,74.32,1005.24,0.93,78.62,0.334869,1.00E-06,8.00E-06,2000.298,2767.727,2392.284,4030.221,2017,48,11,30,4,2854.577
01/12/2017,14.293,67.06,1005.73,1.45,51.47,0.028355,0,2.00E-06,2854.577,2000.298,3325.264,3827.814,2017,48,12,1,5,3082.446
02/12/2017,14.043,60.97,1005.56,1.58,45.91,0,0,1.00E-06,3082.446,2854.577,3042.857,4120.088,2017,48,12,2,6,2944.686
03/12/2017,14.413,48.31,1005.66,1.67,42.09,0,0,0,2944.686,3082.446,3181.034,3937.454,2017,49,12,3,7,2167.747
04/12/2017,13.993,50.16,1002.76,1.44,39.14,0,0,0,2167.747,2944.686,2982.094,2604.413,2017,49,12,4,1,2510.532
05/12/2017,13.513,69.42,993.92,0.51,27.99,3.598354,0.001772,1.40E-05,2510.532,2167.747,930.1762,2349.129,2017,49,12,5,2,1948.018
06/12/2017,9.413,50.19,993.34,6.69,357.43,0.337035,2.30E-05,3.70E-05,1948.018,2510.532,2767.727,3803.096,2017,49,12,6,3,3212.364
07/12/2017,6.673,49.5,1003.19,4.86,357.37,6.25E-04,2.00E-06,2.20E-05,3212.364,1948.018,2000.298,3882.459,2017,49,12,7,4,3128.811
08/12/2017,8.363,57.03,1006.84,0.7,42.16,4.90E-05,0,1.50E-05,3128.811,3212.364,2854.577,3568.484,2017,49,12,8,5,3023.319
09/12/2017,9.483,63.13,1005.93,1.59,60.92,0.001548,0,7.00E-06,3023.319,3128.811,3082.446,3859.115,2017,49,12,9,6,1709.168
10/12/2017,8.583,64.77,1004.48,2.41,55.61,1.31E-04,0,4.00E-06,1709.168,3023.319,2944.686,3573.28,2017,50,12,10,7,3004.698
11/12/2017,10.973,59.88,1007.25,1.53,65.67,0.001316,1.00E-06,2.00E-06,3004.698,1709.168,2167.747,3568.831,2017,50,12,11,1,2883.916
12/12/2017,12.783,57.31,1004.48,2.96,45.5,0,0,1.00E-06,2883.916,3004.698,2510.532,3573.118,2017,50,12,12,2,2861.611
13/12/2017,13.163,52.42,998.46,1.98,48.79,0,0,0,2861.611,2883.916,1948.018,2324.668,2017,50,12,13,3,2643.532
14/12/2017,13.573,65.78,998.35,0.75,51.13,0.00705,0,0,2643.532,2861.611,3212.364,3296.696,2017,50,12,14,4,2776.606
15/12/2017,13.723,69.91,1000.92,0.61,45.39,0.025915,0,0,2776.606,2643.532,3128.811,3239.62,2017,50,12,15,5,1778.216
16/12/2017,14.283,78.31,1002.69,0.86,140.75,0.751422,0,0,1778.216,2776.606,3023.319,3451.697,2017,50,12,16,6,1845.176
17/12/2017,14.033,77.31,1002.1,1.43,98.44,0.929369,0,0,1845.176,1778.216,1709.168,3411.906,2017,51,12,17,7,2626.957
18/12/2017,13.123,63.89,1000.75,2.18,56.29,1.77E-04,0,0,2626.957,1845.176,3004.698,2484.192,2017,51,12,18,1,1083.578
19/12/2017,11.653,75.52,1003.19,2.08,53.13,2.313168,0,0,1083.578,2626.957,2883.916,2623.803,2017,51,12,19,2,2591.727
20/12/2017,13.423,70.64,1002.32,2.76,41.01,0.004055,1.00E-06,0,2591.727,1083.578,2861.611,948.5156,2017,51,12,20,3,2420.78
21/12/2017,13.483,63.61,1002.96,2.58,36.64,2.00E-05,0,0,2420.78,2591.727,2643.532,3131.421,2017,51,12,21,4,789.7145
22/12/2017,13.543,73.81,999.18,2.22,50.54,4.51638,0,0,789.7145,2420.78,2776.606,3563.189,2017,51,12,22,5,772.4293
23/12/2017,13.943,83.48,989.71,0.69,143.44,2.130463,0,0,772.4293,789.7145,1778.216,2392.284,2017,51,12,23,6,2683.926
24/12/2017,14.043,73.53,990.02,2.88,217.92,1.423365,1.70E-05,5.00E-06,2683.926,772.4293,1845.176,3325.264,2017,52,12,24,7,2983.889
25/12/2017,11.143,53.44,1001.39,2.97,345.23,0.003718,0,2.00E-06,2983.889,2683.926,2626.957,3042.857,2017,52,12,25,1,3032.353
26/12/2017,10.913,57,1006.15,1.3,58.36,0,0,1.00E-06,3032.353,2983.889,1083.578,3181.034,2017,52,12,26,2,2322.821
27/12/2017,10.433,52.95,1002.74,3.25,46.37,0,0,1.00E-06,2322.821,3032.353,2591.727,2982.094,2017,52,12,27,3,2672.341
28/12/2017,11.233,57.58,999.58,3.55,60.37,5.40E-04,0,0,2672.341,2322.821,2420.78,930.1762,2017,52,12,28,4,2893.486
29/12/2017,11.433,61.23,999.33,2.58,50.01,1.25E-04,0,0,2893.486,2672.341,789.7145,2767.727,2017,52,12,29,5,1733.258
30/12/2017,11.193,75.96,997.58,1.26,65.24,0.718488,1.00E-05,7.60E-05,1733.258,2893.486,772.4293,2000.298,2017,52,12,30,6,1311.709
31/12/2017,12.183,84.5,995.4,3.32,110.67,6.559192,7.28E-04,7.23E-04,1311.709,1733.258,2683.926,2854.577,2017,53,12,31,7,2836.309
01/01/2018,11.213,63.64,992.47,1.94,345.7,0.110615,4.32E-04,3.82E-04,2836.309,1311.709,2983.889,3082.446,2018,1,1,1,1,3040.883
02/01/2018,10.143,60.37,995.33,1.11,55.36,0.001383,2.00E-06,5.90E-05,3040.883,2836.309,3032.353,2944.686,2018,1,1,2,2,891.1206
03/01/2018,11.113,83.21,995.98,2.64,69.16,6.859139,0.001982,3.54E-04,891.1206,3040.883,2322.821,2167.747,2018,1,1,3,3,425.5604
04/01/2018,10.493,91.04,989.98,3.27,96.17,21.824494,0.020393,0.003937,425.5604,891.1206,2672.341,2510.532,2018,1,1,4,4,920.8867
05/01/2018,9.273,82.05,990.47,5.15,50.38,2.823913,0.005443,0.003103,920.8867,425.5604,2893.486,1948.018,2018,1,1,5,5,2751.837
06/01/2018,10.643,68.92,1000.61,2.44,7.95,0.025591,3.00E-06,0.001212,2751.837,920.8867,1733.258,3212.364,2018,1,1,6,6,3115.31
07/01/2018,10.963,60.16,1008.81,1.29,7.9,2.00E-06,0,3.77E-04,3115.31,2751.837,1311.709,3128.811,2018,1,1,7,7,3139.727
08/01/2018,10.753,60.98,1009.48,1.45,12.69,0,0,9.30E-05,3139.727,3115.31,2836.309,3023.319,2018,2,1,8,1,2630.693
09/01/2018,10.523,66.85,1007.19,1.04,31.35,0.038976,0,1.40E-05,2630.693,3139.727,3040.883,1709.168,2018,2,1,9,2,2623.55
10/01/2018,10.753,64.8,1004.52,1.64,37.77,1.97E-04,0,6.00E-06,2623.55,2630.693,891.1206,3004.698,2018,2,1,10,3,1396.403
11/01/2018,9.493,68.74,998.8,3.61,37.5,1.30E-05,0,3.00E-06,1396.403,2623.55,425.5604,2883.916,2018,2,1,11,4,2490.011
12/01/2018,9.803,66.88,1000.12,1.95,40.94,0.001521,2.00E-06,2.00E-06,2490.011,1396.403,920.8867,2861.611,2018,2,1,12,5,2569.127
13/01/2018,11.093,76.3,998.2,2.65,63.63,0.631817,6.56E-04,1.00E-05,2569.127,2490.011,2751.837,2643.532,2018,2,1,13,6,1402.772
14/01/2018,8.363,79.95,994.31,2.22,44.83,1.347924,0.005067,0.001199,1402.772,2569.127,3115.31,2776.606,2018,2,1,14,7,3178.514
15/01/2018,8.813,65.52,1002.19,2.5,345.31,1.75E-04,6.00E-06,7.37E-04,3178.514,1402.772,3139.727,1778.216,2018,3,1,15,1,2437.109
16/01/2018,9.473,63.54,1002.05,1.01,34.77,0.177321,6.80E-05,2.66E-04,2437.109,3178.514,2630.693,1845.176,2018,3,1,16,2,1751.23
17/01/2018,8.993,84.8,994.51,1.85,69.82,6.911627,0.002972,2.96E-04,1751.23,2437.109,2623.55,2626.957,2018,3,1,17,3,900.1074
18/01/2018,11.963,86.85,979.85,3.81,201.74,32.039202,0.007965,9.25E-04,900.1074,1751.23,1396.403,1083.578,2018,3,1,18,4,2351.558
19/01/2018,7.413,57.46,988.19,7.35,345.58,1.540937,8.95E-04,0.001034,2351.558,900.1074,2490.011,2591.727,2018,3,1,19,5,3459.011
20/01/2018,8.173,66.53,1002.23,0.61,69.82,0.00437,0.001162,3.86E-04,3459.011,2351.558,2569.127,2420.78,2018,3,1,20,6,908.8005
21/01/2018,8.483,81.21,1000.31,3.37,45.94,0.446143,0.004764,1.64E-04,908.8005,3459.011,1402.772,789.7145,2018,3,1,21,7,1778.265
22/01/2018,10.193,83,989.09,3.24,91.85,18.680792,0.017208,0.001153,1778.265,908.8005,3178.514,772.4293,2018,4,1,22,1,1169.413
23/01/2018,7.203,83.94,989.27,3.57,64.41,27.75738,0.192383,0.004653,1169.413,1778.265,2437.109,2683.926,2018,4,1,23,2,1551.436
24/01/2018,8.393,77.62,995.16,2.97,29.68,7.00634,0.005589,0.00304,1551.436,1169.413,1751.23,2983.889,2018,4,1,24,3,543.3664
25/01/2018,7.353,83.85,991.52,4.99,37.38,12.894517,0.01874,0.003802,543.3664,1551.436,900.1074,3032.353,2018,4,1,25,4,1416.564
26/01/2018,7.623,84.03,994.06,2.6,26.16,13.348425,0.010157,0.00499,1416.564,543.3664,2351.558,2322.821,2018,4,1,26,5,3348.533
27/01/2018,6.933,68.96,1001.33,5.06,357.24,1.61E-04,3.00E-06,0.002405,3348.533,1416.564,3459.011,2672.341,2018,4,1,27,6,3740.91
28/01/2018,6.543,66.26,1005.18,4.73,360,3.27E-04,1.00E-06,8.05E-04,3740.91,3348.533,908.8005,2893.486,2018,4,1,28,7,3785.655
29/01/2018,6.543,63.71,1003.84,3.74,354.64,7.90E-05,0,2.93E-04,3785.655,3740.91,1778.265,1733.258,2018,5,1,29,1,3782.662
30/01/2018,8.223,63.36,1004.31,1.55,27.6,0,0,9.20E-05,3782.662,3785.655,1169.413,1311.709,2018,5,1,30,2,3744.092
31/01/2018,10.063,69.55,1004.23,0.58,62.05,4.37E-04,0,2.10E-05,3744.092,3782.662,1551.436,2836.309,2018,5,1,31,3,3770.109
01/02/2018,9.893,68.93,1006.38,1.67,36.73,1.03E-04,0,7.00E-06,3770.109,3744.092,543.3664,3040.883,2018,5,2,1,4,3594.195
02/02/2018,10.733,67.93,1006.92,1.67,49.55,4.00E-06,0,3.00E-06,3594.195,3770.109,1416.564,891.1206,2018,5,2,2,5,3061.258
03/02/2018,11.993,70.59,1004.73,1.3,120.03,0.037601,1.00E-06,1.00E-06,3061.258,3594.195,3348.533,425.5604,2018,5,2,3,6,1413.279
04/02/2018,11.743,77.93,1002.59,1.15,49.95,0.002278,0,1.00E-06,1413.279,3061.258,3740.91,920.8867,2018,5,2,4,7,3666.032
05/02/2018,12.643,72.74,999.18,0.85,81.2,1.00E-06,0,0,3666.032,1413.279,3785.655,2751.837,2018,6,2,5,1,3661.48
06/02/2018,12.203,66.54,1000.94,2.28,49.95,0,0,0,3661.48,3666.032,3782.662,3115.31,2018,6,2,6,2,3978.037
07/02/2018,13.473,60.99,1004.36,1.92,57.92,0,0,0,3978.037,3661.48,3744.092,3139.727,2018,6,2,7,3,3175.94
08/02/2018,13.423,65.11,999.81,1.43,69.54,0.001299,0,0,3175.94,3978.037,3770.109,2630.693,2018,6,2,8,4,3146.648
09/02/2018,14.073,66.61,994.04,1.19,75.86,0,0,0,3146.648,3175.94,3594.195,2623.55,2018,6,2,9,5,1511.117
10/02/2018,13.033,77.37,993.59,2.51,48.99,0.033839,0,0,1511.117,3146.648,3061.258,1396.403,2018,6,2,10,6,3503.457
11/02/2018,14.403,76.29,988.79,0.61,137.15,0.037531,0,0,3503.457,1511.117,1413.279,2490.011,2018,6,2,11,7,2313.208
12/02/2018,13.183,81.9,990.79,2.3,201.95,0.70119,2.00E-06,0,2313.208,3503.457,3666.032,2569.127,2018,7,2,12,1,3025.651
13/02/2018,12.903,71.95,993.42,0.35,120.6,1.115004,3.00E-06,1.00E-06,3025.651,2313.208,3661.48,1402.772,2018,7,2,13,2,2657.07
14/02/2018,12.343,80.11,1000.36,2.55,180.87,1.130883,4.16E-04,1.00E-06,2657.07,3025.651,3978.037,3178.514,2018,7,2,14,3,2453.34
15/02/2018,12.013,81.13,1001.8,3.53,85.59,2.228769,8.00E-06,1.00E-06,2453.34,2657.07,3175.94,2437.109,2018,7,2,15,4,4147.003
16/02/2018,12.353,71.44,999.7,3.93,67.36,0.024799,1.00E-06,0,4147.003,2453.34,3146.648,1751.23,2018,7,2,16,5,2355.414
17/02/2018,13.273,76.09,991.23,3.26,42.08,8.379972,3.00E-06,0,2355.414,4147.003,1511.117,900.1074,2018,7,2,17,6,4351.021
